#,Song,Artist,Genres,Album,Album Date
1115,Free Bird,Lynyrd Skynyrd,"southern rock, classic rock, rock",Pronounced' Leh-'Nerd 'Skin-'Nerd,1973-01-01
1117,Waves,Kanye West,rap,The Life Of Pablo,2016-06-10
1118,Miss The Rage (feat. Playboi Carti),"Trippie Redd, Playboi Carti","melodic rap, rage rap",Miss The Rage (feat. Playboi Carti),2021-05-07
1119,Still countin,Yeat,rage rap,2 Alivë (Geëk Pack),2022-04-01
1120,Instant Crush (feat. Julian Casablancas),"Daft Punk, Julian Casablancas","french house, electronic, electro",Random Access Memories,2013-05-20
1121,Bound 2,Kanye West,rap,Yeezus,2013-06-18
1122,@ MEH,Playboi Carti,rage rap,@ MEH,2020-04-16
1124,Monëy so big,Yeat,rage rap,Up 2 Më,2021-09-10
1126,After Dark,Mr.Kitty,"witch house, darkwave",Time,2014-10-06
1127,Scary Garry,"Kaito Shoma, DJ Paul, Kingpin Skinny Pimp","phonk, drift phonk, horrorcore",Scary Garry,2021-01-04
1128,Close Eyes - Slowed + Reverb,DVRST,"phonk, drift phonk",Close Eyes (Slowed + Reverb),2021-07-16
1131,13 Angels Standing Guard 'Round The Side Of Your Bed,Silver Mt. Zion,post-rock,He Has Left Us Alone But Shafts Of Light Sometimes Grace The Corner Of Our Rooms,2000-03-13
1132,RAVE - Slowed,Dxrk ダーク,"phonk, drift phonk",RAVE (Slowed),2022-04-12
1133,Terrorwave,Dxrk ダーク,"phonk, drift phonk",Terrorwave,2021-07-13
1134,RAVE,Dxrk ダーク,"phonk, drift phonk",RAVE,2022-03-18
1136,#BrooklynBloodPop!,SyKo,hyperpop,#BrooklynBloodPop!,2020-07-27
1137,The Perfect Girl,Mareux,"darkwave, cold wave",The Perfect Girl,2021-12-08
1139,help_urself,Ezekiel,"hyperpop, breakcore",help_urself,2021-06-11
1140,Hey Baby (New Rising Sun),Jimi Hendrix,"psychedelic rock, classic rock, acid rock, blues rock",First Rays Of The New Rising Sun,1997-04-22
1141,Heartbreaker,Aguaturbia,"psychedelic rock, acid rock",Psychedelic Drugstore - Remastered,1970-01-01
1142,Can You See Me,Jimi Hendrix,"psychedelic rock, classic rock, acid rock, blues rock",Are You Experienced,1967-05-12
1143,Crosstown Traffic,Jimi Hendrix,"psychedelic rock, classic rock, acid rock, blues rock",Electric Ladyland,1968-10-25
1144,Stone Free,Jimi Hendrix,"psychedelic rock, classic rock, acid rock, blues rock",Are You Experienced,1967-05-12
1145,51st Anniversary,Jimi Hendrix,"psychedelic rock, classic rock, acid rock, blues rock",Are You Experienced,1967-05-12
1146,Manic Depression,Jimi Hendrix,"psychedelic rock, classic rock, acid rock, blues rock",Are You Experienced,1967-05-12
1147,Highway Chile,Jimi Hendrix,"psychedelic rock, classic rock, acid rock, blues rock",Are You Experienced,1967-05-12
1148,Love Or Confusion,Jimi Hendrix,"psychedelic rock, classic rock, acid rock, blues rock",Are You Experienced,1967-05-12
1149,If 6 Was 9,Jimi Hendrix,"psychedelic rock, classic rock, acid rock, blues rock",Axis: Bold As Love,1967-12-01
1150,Foxey Lady,Jimi Hendrix,"psychedelic rock, classic rock, acid rock, blues rock",Are You Experienced,1967-05-12
1151,Are You Experienced?,Jimi Hendrix,"psychedelic rock, classic rock, acid rock, blues rock",Are You Experienced,1967-05-12
1152,Red House,Jimi Hendrix,"psychedelic rock, classic rock, acid rock, blues rock",Are You Experienced,1967-05-12
1153,Remember,Jimi Hendrix,"psychedelic rock, classic rock, acid rock, blues rock",Are You Experienced,1967-05-12
1154,Hey Joe,Jimi Hendrix,"psychedelic rock, classic rock, acid rock, blues rock",Are You Experienced,1967-05-12
1155,"Voodoo Child (Slight Return) - Live at The Woodstock Music & Art Fair, August 18, 1969",Jimi Hendrix,"psychedelic rock, classic rock, acid rock, blues rock",Live at Woodstock,1999-07-06
1156,All Along the Watchtower,Jimi Hendrix,"psychedelic rock, classic rock, acid rock, blues rock",Electric Ladyland,1968-10-25
1157,Purple Haze,Jimi Hendrix,"psychedelic rock, classic rock, acid rock, blues rock",Are You Experienced,1967-05-12
1158,Between the Sheets,The Isley Brothers,"motown, quiet storm, soul, classic soul, funk, northern soul",Between the Sheets,1983-08-21
1159,Juicy Fruit,Mtume,"post-disco, funk, quiet storm",Juicy Fruit,1983-01-01
1160,You Can't Turn Me Away,Sylvia Striplin,post-disco,Late Night Tales: Another Late Night - Zero 7,2012-03-23
1161,Intimate Friends,Eddie Kendricks,"motown, classic soul, philly soul, soul",Slick,1977-08-01
1162,Amanecer,Pepe Habichuela,flamenco,Habichuela en Rama,1997-01-31
1163,Al alba,Jose Merce,"flamenco, flamenco pop, villancicos",Aire,1998-01-01
1164,Soy Gitano - En Directo En El Festival De Jazz De Montreux / 1991,"Camaron De La Isla, Tomatito, El Pele, Moraito Chico, Charo Manzano, Tino Di Geraldo","flamenco, flamenco pop, latin jazz",Montreux 1991 (En Directo En El Festival De Jazz De Montreux / 1991),2018-11-30
1165,Rio Ancho,Paco de Lucía,flamenco,Almoraima,1976-01-01
1166,Rosa Maria - Tangos,"Camaron De La Isla, Paco de Lucía","flamenco, flamenco pop",Flamenco es... Camaron,2010-01-01
1167,Rodrigo: Concierto De Aranjuez: 2. Adagio,"Paco de Lucía, Orquesta De Cadaques, Edmon Colomer","flamenco, classical",Integral,2010-01-04
1168,"Mediterranean Sundance / Rio Ancho - Live at Warfield Theatre, San Francisco, CA - December 5, 1980","Al Di Meola, John McLaughlin, Paco de Lucía","jazz fusion, flamenco, jazz",Friday Night in San Francisco,1981-01-01
1169,Entre Dos Aguas,Paco de Lucía,flamenco,Mi Historia: Paco De Lucia,1997-09-23
1170,Despedida,Selvagens à Procura de Lei,"brazilian rock, nova mpb",Selvagens à Procura de Lei,2013-06-04
1171,Anna Júlia,Los Hermanos,"brazilian rock, mpb, nova mpb, brazilian pop",Los Hermanos,1999-06-05
1172,Déjala Ir,Bengala,"mexican indie, mexican rock, rock en español, latin indie, latin alternative",Laberinto,2019-10-18
1176,HARD,River Moon,hyperpop,HARD,2021-04-16
1177,Cuernavaca,Los Plastics Revolution,"mexican indie, latin indie, latin alternative",Super Seres de Mundos Extraordinarios,2019-03-01
1178,Nuevo México,Little Jesus,"mexican indie, latin indie, latin alternative",Río Salvaje,2016-06-17
1179,Los Años Maravillosos,Little Jesus,"mexican indie, latin indie, latin alternative",Disco de Oro,2019-05-24
1180,Tiernos,Technicolor Fabrics,"mexican indie, latin indie, latin alternative",Tiernos,2017-05-26
1181,La Magia,Little Jesus,"mexican indie, latin indie, latin alternative",Río Salvaje,2017-04-07
1182,Sandwich de Monda,Sgt. Papers,"mexican indie, egg punk, latin indie",SGTP,2021-10-15
1183,Pérdida Total,Sgt. Papers,"mexican indie, egg punk, latin indie",Pérdida Total,2022-10-26
1184,Pank,Sgt. Papers,"mexican indie, egg punk, latin indie",Sgt. Papers Lonely Psych Punk Band,2018-03-12
1185,Pista de Baile,Ultra P,"mexican indie, latin indie",Pista de Baile,2017-01-01
1186,Quiero Verte,L3ON,"mexican indie, latin indie, latin alternative",Hoy,2018-08-10
1187,Fuera de Lugar,"Little Jesus, Girl Ultra","mexican indie, latin indie, latin alternative, latin r&b",Disco de Oro,2019-05-24
1188,Monitor,Volován,"rock en español, mexican rock, mexican indie, latin alternative",Monitor,2006-01-01
1189,Ella Es Azul,Volován,"rock en español, mexican rock, mexican indie, latin alternative",Volovan,2018-08-03
1190,Sin Tiempo,Ultra P,"mexican indie, latin indie",Sin Tiempo,2017-01-01
1193,deixe-se acreditar,Mombojó,nova mpb,Nadadenovo,2004-05-23
1195,Ill Humor,No Buses,japanese indie,Boys Loved Her,2019-09-11
1196,I'm With You,No Buses,japanese indie,I'm With You,2022-07-23
1197,Untouchable You,No Buses,japanese indie,Boys Loved Her,2019-09-11
1198,Girl,No Buses,japanese indie,Boring Thing,2018-12-08
1199,Tic,No Buses,japanese indie,Tic,2018-05-05
1200,Vacation,Beach Fossils,"dream pop, surf rock, shoegaze",Beach Fossils,2010-05-25
1203,Dionysus,The Buttertones,surf rock,Buttertones,2014-01-22
1204,Nu Suave,The Buttertones,surf rock,Buttertones,2014-01-22
1205,Pairs,Made In Japan,dream pop,Sights and Sounds,2012-02-17
1206,Adult Diversion,Alvvays,"dream pop, shoegaze, jangle pop, indie",Alvvays,2014-01-01
1207,Freaks,Surf Curse,indie,Buds,2015-05-10
1208,Hey Lover!,Wabie,bedroom pop,Cyclones and Hey Lover,2019-06-19
1209,Dræm Girl,No Vacation,"bedroom pop, dream pop",Summer Break Mixtape,2015-07-15
1210,Down the Line,Beach Fossils,"dream pop, surf rock, shoegaze",Somersault,2017-06-02
1211,Verde Pastel,Señor Kino,"mexican indie, latin indie",Limonada Rosa,2017-01-01
1212,Elesdí,Señor Kino,"mexican indie, latin indie",Colores,2019-03-22
1213,Vuelta en U,"Señor Kino, Ed Maverick","mexican indie, latin indie, latin folk",Vuelta en U,2022-04-01
1215,El Invento,José González,indie folk,El Invento EP,2022-03-09
1218,Rolling Clouds,Paul Baribeau,"folk punk, anti-folk",Unbearable,2010-01-01
1220,Haven (from Life Is Strange),Novo Amor,ambient folk,Haven (from Life Is Strange),2021-03-18
1221,You Already Know,"Bombay Bicycle Club, Kathryn Williams","indie rock, indie",Evening/Morning,2008-08-04
1224,Money,The Drums,indie,Portamento,2011-09-06
1225,Cycling Trivialities,José González,indie folk,In Our Nature,2007-09-24
1226,Matilda,alt-J,"indie, indie rock",An Awesome Wave,2012-09-18
1229,Mountains,Message To Bears,post-rock,Folding Leaves,2012-01-01
1231,Stay Alive - From  The Secret Life of Walter Mitty  Soundtrack,José González,indie folk,Stay Alive (From The Secret Life Of Walter Mitty),2013-01-01
1233,Crosses,José González,indie folk,Crosses,2003-07-02
1234,Heartbeats,José González,indie folk,Veneer,2006-04-03
1236,Something Good,alt-J,"indie, indie rock",An Awesome Wave,2012-09-18
1237,Costa,Ultra P,"mexican indie, latin indie",Costa,2017-01-01
1238,Morena,Noah Pino Palo,"latin indie, mexican indie, latin alternative",Morena,2019-06-21
1239,Lentes Negros,Primavera Club,"mexican indie, latin indie, latin alternative",Dorama,2020-01-10
1240,Me Estás Rompiendo el Corazón,Pequeño Fénix,"mexican indie, latin indie, latin alternative, mexican rock",Neurosis & Rock N´roll,2020-04-13
1241,Suedehead - 2011 Remaster,Morrissey,"britpop, madchester, new wave, jangle pop",Viva Hate (2014 Remaster),1988-03-15
1243,Love Will Tear Us Apart - 2020 Remaster,Joy Division,"post-punk, new wave, gothic rock, darkwave, madchester, cold wave",Love Will Tear Us Apart,1980-06-01
1246,If You Wanna,The Vaccines,indie,What Did You Expect from The Vaccines?,2011-03-14
1247,Fender,Sobs,bedroom pop,Catflap,2017-06-23
1248,Cosmic Realignment,Subsonic Eye,"shoegaze, dream pop",Strawberry Feels,2017-04-21
1249,Catflap,Sobs,bedroom pop,Catflap,2017-06-23
1250,Distant Crush,Teenage Priest,"bedroom pop, lo-fi indie",Distant Crush,2019-11-01
1251,Rare Hearts,The Growlers,surf rock,Chinese Fountain,2014-09-23
1254,These Days,Wallows,indie,Spring EP,2018-04-06
1255,Something Good Can Work,Two Door Cinema Club,indie,Tourist History,2010-02-17
1258,This Charming Man - 2011 Remaster,The Smiths,"new wave, madchester, jangle pop",The Smiths,1984-02-20
1260,Bär mig,Solen,swedish pop,Solen,2012-01-01
1263,Agoraphobia,Deerhunter,"neo-psychedelic, dream pop, shoegaze, noise rock",Microcastle,2008-10-31
1266,Diane Young,Vampire Weekend,"indie, baroque pop",Modern Vampires of the City,2013-05-27
1267,Running,"Luna Luna, Pretty Boy Aaron",latin indie,Carousel,2019-10-04
1268,I Don't Need You,Acid Ghost,dream pop,I Don't Need You,2015-04-06
1271,"Lula, I'm Not Mad",HUNNY,indie pop,"Lula, I'm Not Mad",2019-04-23
1272,Televised,HUNNY,indie pop,Windows I,2017-05-26
1279,Greek Tragedy,The Wombats,indie,Glitterbug (Deluxe Edition),2015-04-14
1281,Pachuca Sunrise,Minus the Bear,"math rock, post-hardcore",Menos El Oso,2005-08-23
1283,What You Know,Two Door Cinema Club,indie,Tourist History,2010-02-07
1284,Changing Of The Seasons,Two Door Cinema Club,indie,Changing Of The Seasons,2013-01-01
1287,Vowels (And the Importance of Being Me),HUNNY,indie pop,Vowels (And the Importance of Being Me),2016-04-22
1289,Otra Era,Los Plastics Revolution,"mexican indie, latin indie, latin alternative",Super Seres de Mundos Extraordinarios,2019-03-01
1290,Adolescentes,Los Plastics Revolution,"mexican indie, latin indie, latin alternative",Super Seres de Mundos Extraordinarios,2019-03-01
1291,Nadie T.V.,Los Plastics Revolution,"mexican indie, latin indie, latin alternative",Nadie T.V.,2019-08-23
1292,Somos Ajenos,Enjambre,"mexican indie, rock en español, mexican rock, latin indie, latin rock",Enjambre Y Los Huéspedes Del Orbe,2012-01-01
1293,Manía Cardiaca,Enjambre,"mexican indie, rock en español, mexican rock, latin indie, latin rock",El Segundo Es Felino,2008-01-01
1294,Dulce Soledad,Enjambre,"mexican indie, rock en español, mexican rock, latin indie, latin rock",Daltónico,2010-01-01
1295,Es por Ti,Los Romanticos de Zacatecas,"mexican indie, latin indie, mexican rock, latin alternative, rock en español",Ya Lo Dijo Rufis Taylor,2012-03-16
1296,Cobarde,Enjambre,"mexican indie, rock en español, mexican rock, latin indie, latin rock",Daltónico,2010-01-01
1297,Kilimanjaro,Tripulación de Osos,latin indie,Kilimanjaro,2020-03-27
1298,Fuma,"Technicolor Fabrics, Siddhartha","mexican indie, latin indie, latin alternative, rock en español",Bahía Santiago,2015-06-23
1299,Natsuko,Los Plastics Revolution,"mexican indie, latin indie, latin alternative",Natsuko,2014-01-15
1300,Ballenas de Ruido,Da Pawn,"latin indie, latin alternative",Verano en Coma,2017-09-20
1301,Ojitos Soñados,Ramona,"mexican indie, latin indie, latin alternative",Cérès,2017-10-20
1306,Somebody New,Swim Mountain,neo-psychedelic,If (Deluxe Edition),2021-10-08
1307,The Less I Know The Better,Tame Impala,"neo-psychedelic, indie",Currents,2015-07-17
1308,Forever End,The Holydrug Couple,"neo-psychedelic, psychedelic rock, space rock",Hyper Super Mega,2018-09-14
1309,fell asleep with a vision,SPIRIT OF THE BEEHIVE,"shoegaze, slowcore, neo-psychedelic",Hypnic Jerks,2018-09-14
1310,In the Yard,Jons,neo-psychedelic,At Work on Several Things,2016-11-04
1311,Paint Me Silver,Pond,"neo-psychedelic, psychedelic rock",The Weather,2017-05-05
1312,Talking Distance,Sunbeam Sound Machine,neo-psychedelic,Goodness Gracious,2019-05-03
1313,Baila Mi Corazón,Belanova,latin pop,Fantasía Pop,2007-01-01
1316,Crying Lightning,Arctic Monkeys,"indie, garage rock",Humbug,2009-08-20
1318,La Noche,Fin del Mundo,"latin indie, shoegaze",Fin del Mundo,2020-04-03
1320,Summer Is Here,Acid Ghost,dream pop,I Want to Hide My Face & Die,2015-11-26
1321,Mercy Mercy Me (The Ecology) - You Only Live Once B-Side,The Strokes,"garage rock, alternative rock, indie rock",You Only Live Once/Mercy Mercy Me,2006-09-26
1322,Change Of Coast,Neon Indian,"chillwave, indie electronic","The Music of Grand Theft Auto V, Vol. 1: Original Music",2013-09-24
1323,Polish Girl,Neon Indian,"chillwave, indie electronic",Era Extraña,2011-09-13
1324,No Quiero ser Madre,Margaritas Podridas,"mexican indie, shoegaze, riot grrrl, dream pop",No Quiero ser Madre,2022-08-15
1325,Cárcel,Bengala,"mexican indie, mexican rock, rock en español, latin indie, latin alternative",Oro,2009-01-01
1326,¿Qué Nos Pasó?,DRIMS,"mexican indie, latin indie, latin alternative",¿Qué Nos Pasó?,2018-08-07
1327,Anne solo,"Clément Froissart, Concorde",french indie pop,Anne solo,2023-01-12
1328,Muérete de Envidia,Sgt. Papers,"mexican indie, egg punk, latin indie",Me Hiciste Brujería,2020-05-21
1329,Todo Mal,"Ultra P, Películas Geniales","mexican indie, latin indie",Todo Mal,2021-08-19
1330,Miente,Bengala,"mexican indie, mexican rock, rock en español, latin indie, latin alternative",Bengala,2006-01-01
1331,No Fuí Yo,Sgt. Papers,"mexican indie, egg punk, latin indie",Me Hiciste Brujería,2020-05-21
1332,White Night,Rey Pila,"mexican indie, latin indie, mexican rock, latin alternative",The Future Sugar,2015-09-24
1334,A Blaze From Human Lanterns,Delancey Throne,"witch house, breakcore, electroclash",Junta,2022-08-25
1335,Nos Siguen Pegando Abajo,Charly García,"argentine rock, latin rock, rock en español",Clics Modernos,1983-11-05
1336,False Self System,Rey Pila,"mexican indie, latin indie, mexican rock, latin alternative",The Future Sugar,2015-09-24
1337,Descent Into Madness,Cvmpliant,"breakcore, jungle, speedcore",Descent Into Madness,2022-04-11
1338,Falso Realismo,Jambu,nova mpb,Falso Realismo,2021-04-23
1339,Puzzle Box,"Rezz, Subtronics","edm, dubstep, riddim, deathstep, bass music, dub, techno",Puzzle Box,2022-03-04
1341,Pem Pem (Io sono Elettra e faccio),Andreotti,"neo-psychedelic, psychedelic rock",Pem Pem (Io sono Elettra e faccio),2022-12-15
1353,Me Voy,Julieta Venegas,"latin pop, latin rock",Limon Y Sal,2006-05-25
1354,I Put All That Away,Max Richter,"neoclassical, minimalism, classical, ambient",Ad Astra (Original Motion Picture Soundtrack),2019-10-17
1355,Dance Yrself Clean,LCD Soundsystem,"alternative dance, new rave",This Is Happening,2010-05-17
1356,Goo Goo Muck,The Cramps,"psychobilly, horror punk, rockabilly, deathrock, gothic rock",Psychedelic Jungle,1981-05-01
1357,Miedo a Caer,Ruido Rosa,"mexican indie, mexican rock, latin indie, latin alternative",Ruido Rosa,2010-11-25
1358,Ya Ni Sé,Los Animales También Se Suicidan,"latin indie, mexican indie",Balneario,2019-04-12
1359,Chocolate,Ana Frango Elétrico,"nova mpb, mpb",Little Electric Chicken Heart,2019-09-12
1360,Mulher Homem Bicho,Ana Frango Elétrico,"nova mpb, mpb",Mulher Homem Bicho,2020-12-18
1361,Tangerine,Violet Soda,brazilian rock,Tangerine,2018-11-09
1362,E Se Não Der Pra Esperar?,Lupa,brazilian rock,E Se Não Der Pra Esperar?,2019-04-26
1363,Vai Doer,Lupa,brazilian rock,Vai Doer,2019-11-01
1364,Bixinho,Lupa,brazilian rock,Bixinho,2019-08-23
1365,Justo Eu,Lupa,brazilian rock,Lupercália,2018-09-25
1366,Oi :),Lupa,brazilian rock,Oi :),2019-02-08
1367,Hay Más,60 Tigres,"mexican indie, latin indie, latin alternative, mexican rock",Frenesí,2015-04-02
1370,Spitting Off the Edge of the World,"Yeah Yeah Yeahs, Perfume Genius",art pop,Spitting Off the Edge of the World,2022-06-01
1371,Alexander,Rey Pila,"mexican indie, latin indie, mexican rock, latin alternative",The Future Sugar,2015-09-24
1373,Emptiness,TOKYOPILL,"breakcore, jungle, speedcore, breakbeat, drum and bass",Dopamine Online,2022-07-20
1374,Тайна,Увула,"post-punk, cold wave, darkwave",Нам остается лишь ждать,2019-04-01
1376,OUT FOR YOU,Le Butcherettes,riot grrrl,DON'T BLEED,2020-02-14
1377,House of Memories,Panic! At The Disco,emo,Death of a Bachelor,2016-01-15
1378,Holy Hell,Ginger Root,city pop,Holy Hell,2022-07-28
1379,Wolves,Kanye West,rap,The Life Of Pablo,2016-06-10
1380,Homecoming,"Kanye West, Chris Martin",rap,Graduation,2007-09-11
1381,Runaway,"Kanye West, Pusha T",rap,My Beautiful Dark Twisted Fantasy,2010-11-22
1383,Non sono una signora,Loredana Bertè,"italian singer-songwriter, italo dance",Traslocando,1982-09-20
1385,Get Up and Get It,Jackie Mittoo,"rocksteady, dub, roots reggae, reggae, ska, soul jazz",The Keyboard King at Studio One,2017-03-10
1386,Deliver Me From My Enemies,Yabby You,"dub, roots reggae, reggae, rocksteady","One Love, One Heart",1983-01-01
1387,Bucket Bottom,Prince Alla,"roots reggae, dub, reggae, lovers rock, rocksteady",Prince Alla: The Best Of (Redemption Sounds present),2016-06-01
1388,Bam Bam,Sister Nancy,"reggae, ragga, rocksteady",One Two,1982-01-01
1389,Cool Out Son,Junior Murvin,"reggae, roots reggae, rocksteady, dub, lovers rock, ska, ragga",Trojan Presents: Dancehall,2011-05-24
1391,Fables,Interpol,"indie rock, post-punk",Gran Hotel,2022-07-12
1392,Burn,"Pouya, KXLLSWXTCH","horrorcore, emo rap, underground hip hop, trap metal, cloud rap",Burn,2021-07-14
1393,Suicidal Thoughts in the Back of the Cadillac Pt. 2,Pouya,"horrorcore, emo rap, underground hip hop, trap metal, cloud rap",FIVE FIVE,2018-03-05
1394,Death by Dishonor,"Ghostemane, Shakewell, Pouya, Erick the Architect","trap metal, horrorcore, emo rap, cloud rap, rap metal, underground hip hop",Death by Dishonor,2017-02-17
1395,Aftershock,Pouya,"horrorcore, emo rap, underground hip hop, trap metal, cloud rap",FIVE FIVE,2018-03-05
1396,Great Influence,Pouya,"horrorcore, emo rap, underground hip hop, trap metal, cloud rap",Underground Underdog,2016-04-29
1397,Get Buck,Pouya,"horrorcore, emo rap, underground hip hop, trap metal, cloud rap",Get Buck,2012-06-01
1398,The Boys Are Back In Town,"Yung Gravy, Pouya, Ramirez, TrippyThaKid","horrorcore, emo rap, underground hip hop, trap metal, cloud rap",Sensational,2019-05-31
1399,1000 Rounds,"Ghostemane, Pouya","trap metal, horrorcore, emo rap, cloud rap, rap metal, underground hip hop",1000 Rounds,2017-03-20
1401,i miss you,Ichika Nito,math rock,i miss you,2019-07-10
1402,Morfina,Kiddie Gang,latin r&b,Morfina,2019-08-01
1403,Diez Pasos Hacia Ti,"Daniel, Me Estás Matando, Alex Ferreira","bolero, mexican indie, latin indie, latin folk, latin alternative",Suspiros,2019-05-09
1404,"Lo Hice, Te Dejé","Daniel, Me Estás Matando","bolero, mexican indie, latin indie","Lo Hice, Te Dejé",2021-04-16
1406,Transgender,Crystal Castles,"witch house, electroclash, new rave, alternative dance",(III),2012-01-01
1407,Судно (Борис Рыжий),Molchat Doma,"post-punk, darkwave, cold wave, gothic rock",Этажи,2018-09-07
1408,I'm Having Sex Tonight,GRLwood,"riot grrrl, queercore",I Sold My Soul to the Devil When I Was 12,2019-08-02
1409,Devil In A New Dress,"Kanye West, Rick Ross","rap, southern hip hop",My Beautiful Dark Twisted Fantasy,2010-11-22
1410,春に微熱,"クボタカイ, Shun Maruno","j-r&b, japanese indie, j-rap, j-pop",来光,2021-04-07
1412,Delirio,"Los Makenzy, Superlitio, Pipe Bravo","latin indie, latin rock, latin alternative, rock en español, colombian pop",Monstruos y Animales,2019-04-26
1413,Aura,Los Makenzy,"latin indie, latin rock, latin alternative",Los Makenzy,2016-05-12
1414,Ingenuos,Odisseo,"mexican indie, latin indie, latin alternative, latin rock, mexican rock, rock en español",Los Salvajes EP,2011-07-01
1415,Intro,La Garfield,"latin indie, spanish-language reggae, mexican indie, latin alternative",Love Paraíso,2016-09-21
1416,Mónaco,"LAGOS, Danny Ocean",reggaeton,Clásicos,2021-05-28
1418,ディレイ,mitsume,"japanese indie, shibuya-kei, j-r&b, j-rock",Ghosts,2019-04-03
1419,Money Trees,"Kendrick Lamar, Jay Rock","hip hop, west coast hip hop","good kid, m.A.A.d city",2012-01-01
1420,Disco,mitsume,"japanese indie, shibuya-kei, j-r&b, j-rock",eye,2012-01-01
1421,Mess,Caro Valenzuela,mexican indie,Mess,2019-10-23
1422,Señorita,LAWALL,"mexican indie, latin indie, latin alternative","La Playa de los 90, Vol 1",2015-04-29
1423,Ascender,The Oaths,"mexican indie, latin indie, latin alternative",Fractal,2014-04-20
1424,Ninjas,Rey Pila,"mexican indie, latin indie, mexican rock, latin alternative",Ninjas,2017-03-10
1425,Love's Not an Obstacle,Metronomy,"new rave, alternative dance",Summer 08,2016-07-01
1426,Where Is My Mind?,Pixies,alternative rock,Death to the Pixies,1997-10-06
1427,Astronauta,Dolores 602,nova mpb,Cartografia,2018-03-02
1428,Cariño,The Marías,bedroom pop,Cariño,2018-08-17
1429,Alexander,Rey Pila,"mexican indie, latin indie, mexican rock, latin alternative",The Future Sugar,2015-07-17
1430,I Don't Know You,The Marías,bedroom pop,I Don't Know You,2017-06-14
1431,Obra de Arte,Carla Morrison,latin indie,Obra de Arte,2021-06-17
1432,Um Anjo do Céu,Maskavo,"reggae, mpb",Já,2000-01-01
1433,Quiero Estar,Bratty,"mexican indie, latin indie",Delusión,2019-03-01
1434,Samba a Dois,Los Hermanos,"brazilian rock, mpb, nova mpb, brazilian pop",Ventura,2003-07-05
1435,Meu Pisêro,DUDA BEAT,"nova mpb, brazilian pop, mpb",Te Amo Lá Fora,2021-04-27
1436,Autofagia,El Cómodo Silencio De Los Que Hablan Poco,latin indie,Autofagia,2020-06-05
1437,¿Qué Se Siente Que Me Gustes Tanto?,"Daniel, Me Estás Matando","bolero, mexican indie, latin indie",Suspiros,2019-05-09
1438,Sights and Sounds,Made In Japan,dream pop,Sights and Sounds,2012-02-17
1439,Acurrucar,Ed Maverick,"mexican indie, latin folk",mix pa llorar en tu cuarto,2018-03-02
1440,Snow (Hey Oh),Red Hot Chili Peppers,"funk rock, alternative rock, rock",Stadium Arcadium,2006-05-09
1441,Layla,Derek & The Dominos,"blues rock, classic rock",Layla And Other Assorted Love Songs (Remastered 2010),1970-11-01
1444,Tongue Tied,GROUPLOVE,indie,Never Trust a Happy Song,2011-09-02
1445,Lady - Hear Me Tonight,Modjo,"french house, disco house",Modjo (Remastered),2001-01-01
1446,La Raza,Kid Frost,"latin hip hop, mexican hip hop, west coast hip hop, g-funk",Hispanic Causing Panic,1990-01-01
1447,Traicionera,Sebastian Yatra,"colombian pop, reggaeton",Traicionera,2016-06-24
1448,東京,Kinokoteikoku,"japanese indie, shoegaze, j-rock, math rock, dream pop",フェイクワールドワンダーランド,2014-10-29
1450,Norte - Bonus,Little Jesus,"mexican indie, latin indie, latin alternative",Norte (Japanese Version),2013-12-17
1452,Jump in the Line,Harry Belafonte,calypso,Jump Up Calypso,1961-07-21
1453,Te Vi,Julieta Venegas,"latin pop, latin rock",Los Momentos,2013-03-19
1455,Limón y Sal,Julieta Venegas,"latin pop, latin rock",Limon Y Sal,2006-05-25
1457,Pretty Old Man,No Buses,japanese indie,Boys Missed The Bus,2019-04-15
1458,Girls just want to have fun,"Bladee, Ecco2k","cloud rap, hyperpop",Girls just want to have fun,2020-02-24
1460,Lucky,"Lucie,Too","japanese indie, j-rock, math rock",LUCKY,2018-02-07
1461,クロノスタシス,Kinokoteikoku,"japanese indie, shoegaze, j-rock, math rock, dream pop",フェイクワールドワンダーランド,2014-10-29
1462,No Below,Speedy Ortiz,indie punk,Major Arcana,2013-07-09
1463,Amor de Siempre - Mariachi Version,Cuco,bedroom pop,Amor de Siempre (Mariachi Version),2018-09-19
1464,No Buses,Arctic Monkeys,"indie, garage rock",Who The F*** Are Arctic Monkeys?,2006-05-09
1465,Vaquero Galáctico,Porter,"mexican indie, latin indie, mexican rock, latin alternative, rock en español, latin rock",Atemahawke,2007-05-05
1466,Visita,Enjambre,"mexican indie, rock en español, mexican rock, latin indie, latin rock",Daltónico,2010-01-01
1467,Host of a Ghost,Porter,"mexican indie, latin indie, mexican rock, latin alternative, rock en español, latin rock",Atemahawke,2007-05-05
1468,Pink Lemonade,The Wombats,indie,Glitterbug (Deluxe Edition),2015-04-14
1469,The Modern Age,The Strokes,"garage rock, alternative rock, indie rock",Is This It,2001-07-30
1470,Is This It,The Strokes,"garage rock, alternative rock, indie rock",Is This It,2001-07-30
1471,Soma,The Strokes,"garage rock, alternative rock, indie rock",Is This It,2001-07-30
1472,Barely Legal,The Strokes,"garage rock, alternative rock, indie rock",Is This It,2001-07-30
1473,Someday,The Strokes,"garage rock, alternative rock, indie rock",Is This It,2001-07-30
1474,"Alone, Together",The Strokes,"garage rock, alternative rock, indie rock",Is This It,2001-07-30
